Flow ID,Source IP,Destination IP,Timestamp,Traffic Period,Attack Family,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,SYN Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Idle Mean,Active Mean,Label
synthetic-flow-00003977,10.42.9.228,172.18.1.147,2026-01-06 15:17:59,period-2,none,114302.43604228576,6,1,238.351255001,72.4935841945,39.7252091668,72.4935841945,2719.49443913,61.2410394946,16328.9194346,0,2,0.166666666667,44.4064055994,40384.2172886,16325.1528754,BENIGN
synthetic-flow-00003978,10.42.10.229,172.18.2.148,2026-01-06 16:18:06,period-2,none,107715.51872079432,17,1,1184.29557665,99.3930978395,69.6644456852,99.3930978395,11917.3976947,167.106840442,5984.19548449,0,1,0.0588235294118,71.3160374715,48448.3473983,26130.8000238,BENIGN
synthetic-flow-00003979,10.42.11.230,172.18.3.149,2026-01-06 17:19:13,period-2,none,207387.3609137644,5,4,568.87553674,598.505486331,113.775107348,149.626371583,5628.9882755,43.3970515867,23043.0401015,2,5,0.8,129.709002563,73549.8795593,47978.2836926,BENIGN
synthetic-flow-00003980,10.42.12.231,172.18.4.150,2026-01-06 08:20:20,period-2,none,124061.12029791075,9,4,1004.62345198,319.251292316,111.624827998,79.812823079,10671.1493586,104.787059546,9543.16309984,0,2,0.444444444444,101.836518792,71725.7234989,28992.3827819, BENIGN
synthetic-flow-00003981,10.42.13.232,172.18.5.151,2026-01-06 09:21:27,period-2,none,76879.32428274122,2,2,188.004351451,140.467917116,94.0021757253,70.2339585578,4272.56966201,52.0295936173,19219.8310707,1,4,1,82.1180671416,32075.9642728,10937.9667142,BENIGN
synthetic-flow-00003982,10.42.14.233,172.18.6.152,2026-01-06 10:22:34,period-2,none,96095.7864633436,7,3,689.926757849,106.919983206,98.560965407,35.6399944022,8292.21311758,104.062835303,9609.57864633,1,2,0.428571428571,79.6846741056,34253.6514157,15279.0306964,BENIGN
synthetic-flow-00003983,10.42.15.234,172.18.7.153,2026-01-06 11:23:41,period-2,none,26697.690425128174,5,4,935.71003092,342.650953066,187.142006184,85.6627382664,47882.8304482,337.107811825,2966.41004724,1,8,0.8,142.040109332,9519.20089623,6487.77924827,BENIGN
synthetic-flow-00003984,10.42.0.235,172.18.0.154,2026-01-06 12:24:48,period-2,none,107950.91900723106,13,2,773.536947543,206.612715608,59.5028421187,103.306357804,9079.58609491,138.952036147,7196.72793382,4,2,0.153846153846,65.3433108767,67458.3241227,14540.2815559,BENIGN
synthetic-flow-00003985,10.42.1.236,172.18.1.155,2026-01-06 13:25:55,period-2,denial-of-service,9465.965212322262,11,4,1684.69651776,571.128956816,153.154228887,142.782239204,238309.081427,1584.62445863,631.064347488,0,2,0.363636363636,150.388364971,4193.51875492,1697.39924405, ATTACK
synthetic-flow-00003986,10.42.2.237,172.18.2.156,2026-01-06 14:26:02,period-2,denial-of-service,64750.14540044034,16,2,6004.71653693,159.940891932,375.294783558,79.9704459658,95206.850745,277.991653743,3597.23030002,0,3,0.125,342.48096827,39618.7975936,12687.8852518,ATTACK
synthetic-flow-00003987,10.42.3.238,172.18.3.157,2026-01-06 15:27:09,period-2,web-exploitation,17298.196437686267,21,5,3050.1485913,775.825552333,145.245171014,155.165110467,221177.633022,1503.04686929,665.315247603,5,4,0.238095238095,147.152851678,10468.7510171,4392.38049091,ATTACK
synthetic-flow-00003988,10.42.4.239,172.18.4.158,2026-01-06 16:28:16,period-2,none,28201.69212967687,7,0,860.252739373,0,122.893248482,0,30503.5859344,248.21205649,4028.81316138,0,4,0,122.893248482,9448.79748937,4914.51593336,BENIGN
synthetic-flow-00003989,10.42.5.240,172.18.5.159,2026-01-06 17:29:23,period-2,none,12764.491660046931,11,10,1533.09845215,992.810353687,139.372586559,99.2810353687,197885.577672,1645.18890053,607.832936193,0,1,0.909090909091,120.281371706,4573.06998996,1682.56529249,BENIGN
synthetic-flow-00003990,10.42.6.241,172.18.6.160,2026-01-06 08:30:30,period-2,none,28971.281403140038,8,3,611.657442464,191.243993124,76.457180308,63.7479977082,27713.7011793,379.686346867,2633.75285483,0,5,0.375,72.9910395989,14509.5349121,5182.38794406, BENIGN
synthetic-flow-00003991,10.42.7.242,172.18.7.161,2026-01-06 09:31:37,period-2,none,83939.97857777616,30,4,3075.94291525,232.567555957,102.531430508,58.1418889892,39415.1931804,405.05133044,2468.82289935,0,5,0.133333333333,97.309131506,27144.1515933,11479.4877284,BENIGN
synthetic-flow-00003992,10.42.8.243,172.18.0.162,2026-01-06 10:32:44,period-2,denial-of-service,31404.1094414872,18,6,3906.0881049,1799.22841987,217.004894717,299.871403312,181674.202079,764.231192249,1308.50456006,2,2,0.333333333333,237.721521866,13964.6228922,7130.09307933,ATTACK
synthetic-flow-00003993,10.42.9.244,172.18.1.163,2026-01-06 11:33:51,period-2,scanning,4298.0493536856275,11,3,866.738940558,301.30422328,78.7944491417,100.434741093,271761.226482,3257.29158694,307.003525263,9,3,0.272727272727,83.4316545599,2032.91397444,740.399472014,ATTACK
synthetic-flow-00003994,10.42.10.245,172.18.2.164,2026-01-06 12:34:58,period-2,none,3626.3588280831286,6,8,562.259369683,1381.48011987,93.7098949471,172.685014983,536003.076832,3860.6218148,259.025630577,1,1,1.33333333333,138.838534968,1585.66679356,438.932382945,BENIGN
synthetic-flow-00003995,10.42.11.246,172.18.3.165,2026-01-06 13:35:05,period-2,none,30330.235322851884,19,2,1638.19830427,202.372497326,86.2209633829,101.186248663,60684.3561221,692.378406447,1444.29692014,0,4,0.105263157895,87.6462286476,18478.570452,4301.47258549, BENIGN
synthetic-flow-00003996,10.42.12.247,172.18.4.166,2026-01-06 14:36:12,period-2,scanning,50262.83654245389,13,17,2013.29492151,3462.20756824,154.868840116,203.65926872,108937.395229,596.862454722,1675.42788475,1,3,1.30769230769,182.516749659,14248.3097698,5917.72646643,ATTACK
synthetic-flow-00003997,10.42.13.248,172.18.5.167,2026-01-06 15:37:19,period-2,none,14438.933263027246,11,3,915.214870679,204.303651859,83.2013518799,68.1012172863,77534.7113353,969.600713915,1031.35237593,0,3,0.272727272727,79.9656087527,4190.07189051,3622.8190641,BENIGN
synthetic-flow-00003998,10.42.14.249,172.18.6.168,2026-01-06 16:38:26,period-2,none,181945.4350803456,11,1,1355.05302326,129.460930024,123.186638478,129.460930024,8159.11623518,65.9538393733,15162.11959,0,2,0.0909090909091,123.709496107,75853.4483577,28713.9646784,BENIGN
synthetic-flow-00003999,10.42.15.250,172.18.7.169,2026-01-06 17:39:33,period-2,none,4109.081989449329,13,2,1702.50845131,214.668289869,130.962188562,107.334144935,466570.573695,3650.45040194,273.938799297,1,2,0.153846153846,127.811782745,2337.00830355,1004.68541313,BENIGN
synthetic-flow-00004000,10.42.0.1,172.18.0.170,2026-01-06 08:40:40,period-2,none,32046.412650739272,9,6,1404.54566614,538.953660716,156.060629571,89.8256101194,60646.3927191,468.071111843,2136.42751005,0,3,0.666666666667,129.56662179,10867.769219,3307.447455, BENIGN
synthetic-flow-00004001,10.42.1.2,172.18.1.171,2026-01-06 09:41:47,period-2,none,13207.829567218507,24,3,2939.30508538,177.212573378,122.471045224,59.0708577927,235959.863269,2044.24200529,489.17887286,0,1,0.125,115.426579954,6366.74760175,2531.51582621,BENIGN
synthetic-flow-00004002,10.42.2.3,172.18.2.172,2026-01-06 10:42:54,period-2,none,46084.772304649945,9,2,1138.83393047,191.753089793,126.537103386,95.8765448964,28872.5961684,238.690557638,4189.52475497,0,3,0.222222222222,120.962456388,20718.3711059,4206.253363,BENIGN
synthetic-flow-00004003,10.42.3.4,172.18.3.173,2026-01-06 11:43:01,period-2,none,24789.69595702478,7,2,529.428573056,131.920818476,75.6326532937,65.9604092381,26678.3986653,363.054069546,2754.41066189,1,1,0.285714285714,73.4832657258,10475.7814341,3618.04616259,BENIGN
synthetic-flow-00004004,10.42.4.5,172.18.4.174,2026-01-06 12:44:08,period-2,none,15575.35658395554,3,3,196.973482896,520.331132142,65.6578276319,173.443710714,46053.8165641,385.223925222,2595.89276399,2,4,1,119.550769173,9453.32671098,3598.84871881,BENIGN
synthetic-flow-00004005,10.42.5.6,172.18.5.175,2026-01-06 13:45:15,period-2,none,10755.475709803439,6,1,1125.49565484,176.665977505,187.58260914,176.665977505,121069.645591,650.831277841,1536.49652997,1,3,0.166666666667,186.023090335,4749.63090124,2451.43187567, BENIGN
synthetic-flow-00004006,10.42.6.7,172.18.6.176,2026-01-06 14:46:22,period-2,none,7011.753333676203,6,3,1109.1185399,362.829578637,184.853089983,120.943192879,209925.827178,1283.55912875,779.083703742,1,3,0.5,163.549790949,3157.73166692,980.66090982,BENIGN
synthetic-flow-00004007,10.42.7.8,172.18.7.177,2026-01-06 15:47:29,period-2,none,246179.1298579068,13,3,1868.13838345,256.784070148,143.702952573,85.5946900493,8631.61087143,64.9933242076,15386.1956161,0,0,0.230769230769,132.80765335,134512.454538,24836.2247394,BENIGN
synthetic-flow-00004008,10.42.8.9,172.18.0.178,2026-01-06 16:48:36,period-2,none,118467.67955955488,4,3,536.490531832,119.158120139,134.122632958,39.7193733797,5534.40950653,59.0878459511,16923.9542228,1,3,0.75,93.6640931387,43593.9677056,30615.4792789,BENIGN
synthetic-flow-00004009,10.42.9.10,172.18.1.179,2026-01-06 17:49:43,period-2,credential-abuse,74031.06551075577,4,14,1240.70010616,1141.38338901,310.17502654,81.5273849293,32176.8095425,243.141171558,4112.83697282,2,4,3.5,132.337971954,25477.3453322,7129.91015253,ATTACK
synthetic-flow-00004010,10.42.10.11,172.18.2.180,2026-01-06 08:50:50,period-2,none,71017.5355646548,10,2,822.194947414,138.873369815,82.2194947414,69.4366849074,13532.8311464,168.972351752,5918.12796372,0,0,0.2,80.0890264358,23145.8657606,7953.24812094, BENIGN
synthetic-flow-00004011,10.42.11.12,172.18.3.181,2026-01-06 09:51:57,period-2,none,7990.330483071665,11,3,1981.0111484,226.889247554,180.091922582,75.6297491847,276321.536466,1752.11776655,570.737891648,0,4,0.272727272727,157.707171139,2948.64341176,650.658391569,BENIGN
synthetic-flow-00004012,10.42.12.13,172.18.4.182,2026-01-06 10:52:04,period-2,none,29111.591132865928,6,3,481.390050296,202.827476718,80.2316750494,67.6091589061,23503.2679558,309.155207591,3234.62123699,1,5,0.5,76.0241696683,12364.1313022,4928.45313678,BENIGN
synthetic-flow-00004013,10.42.13.14,172.18.5.183,2026-01-06 11:53:11,period-2,none,50755.22218770094,12,5,1603.00945787,952.115623358,133.584121489,190.423124672,50342.1120251,334.940903955,2985.60130516,0,4,0.416666666667,150.301475367,14427.4858247,5184.19654873,BENIGN
synthetic-flow-00004014,10.42.14.15,172.18.6.184,2026-01-06 12:54:18,period-2,scanning,21481.3742266817,13,6,1243.01829845,1424.34345405,95.6167921881,237.390575675,124170.908451,884.487174773,1130.59864351,2,0,0.461538461538,140.387460658,9911.22028649,3984.69230842,ATTACK
synthetic-flow-00004015,10.42.15.16,172.18.7.185,2026-01-06 13:55:25,period-2,scanning,271683.3924090889,6,2,1313.01599829,308.795199075,218.835999716,154.397599538,5969.48964377,29.446039852,33960.4240511,3,4,0.333333333333,202.726399671,125925.070546,47822.4712655, ATTACK
synthetic-flow-00004016,10.42.0.17,172.18.0.186,2026-01-06 14:56:32,period-2,none,57707.44360500242,15,2,1038.30788676,391.625050682,69.2205257842,195.812525341,24779.0033333,294.589379428,3394.55550618,0,3,0.133333333333,84.1137022027,18119.7188102,10406.7801806,BENIGN
synthetic-flow-00004017,10.42.1.18,172.18.1.187,2026-01-06 15:57:39,period-2,none,51227.54207439847,6,4,521.844108469,194.514877812,86.9740180781,48.6287194529,13983.8640948,195.207491811,5122.75420744,1,2,0.666666666667,71.635898628,26955.4546762,9596.83643529,BENIGN
synthetic-flow-00004018,10.42.2.19,172.18.2.188,2026-01-06 16:58:46,period-2,none,32892.886198163564,8,4,967.546588047,458.260857745,120.943323506,114.565214436,43346.985035,364.820524648,2741.07384985,1,3,0.5,118.817287149,13195.1044133,3975.96077561,BENIGN
synthetic-flow-00004019,10.42.3.20,172.18.3.189,2026-01-06 17:59:53,period-2,none,14266.031099312626,16,7,1805.90417377,515.44502518,112.86901086,73.6350035971,162718.641421,1612.22135574,620.262221709,0,0,0.4375,100.928226041,7741.91800367,3466.15293685,BENIGN
synthetic-flow-00004020,10.42.4.21,172.18.4.190,2026-01-06 08:00:00,period-2,none,69293.12370643903,8,2,1978.38533698,235.299954506,247.298167123,117.649977253,31946.6806096,144.314463905,6929.31237064,0,7,0.25,221.368529149,38835.3889538,5643.19902341, BENIGN
synthetic-flow-00004021,10.42.5.22,172.18.5.191,2026-01-06 09:01:07,period-2,none,60674.21237135068,12,3,1176.41252522,104.487720924,98.034377102,34.829240308,21111.114526,247.221997843,4044.94749142,1,0,0.25,85.3933497432,34466.4155417,5941.08442327,BENIGN
synthetic-flow-00004022,10.42.6.23,172.18.6.192,2026-01-06 10:02:14,period-2,credential-abuse,38605.99299402395,40,10,4712.59548527,1385.03679854,117.814887132,138.503679854,157945.225881,1295.1357062,772.11985988,3,5,0.25,121.952645676,21017.3682799,3197.30258687,ATTACK
synthetic-flow-00004023,10.42.7.24,172.18.7.193,2026-01-06 11:03:21,period-2,none,68246.08917016986,10,7,595.013201712,493.086447934,59.5013201712,70.4409211334,15943.7656117,249.098522812,4014.47583354,1,0,0.7,64.0058617439,28262.680101,7618.90424472,BENIGN
synthetic-flow-00004024,10.42.8.25,172.18.0.194,2026-01-06 12:04:28,period-2,scanning,34397.922922884325,8,6,1720.32730479,261.64004059,215.040913098,43.6066734317,57618.8088397,407.001318986,2456.99449449,1,3,0.75,141.569096098,14068.699607,5520.19029246,ATTACK
synthetic-flow-00004025,10.42.9.26,172.18.1.195,2026-01-06 13:05:35,period-2,none,13948.897430596162,4,3,480.985372199,351.775838724,120.24634305,117.258612908,59700.8627432,501.831778091,1992.69963294,2,2,0.75,118.965887275,7185.8585883,1186.83684624, BENIGN
synthetic-flow-00004026,10.42.10.27,172.18.2.196,2026-01-06 14:06:42,period-2,none,44682.73646332771,7,42,1595.30813633,6299.29858519,227.901162333,149.983299647,176681.361671,1096.62039254,911.892580884,0,3,6,161.114422888,28362.5555537,7919.38344408,BENIGN
synthetic-flow-00004027,10.42.11.28,172.18.3.197,2026-01-06 15:07:49,period-2,none,24257.91635786046,4,12,451.506941675,953.453617214,112.876735419,79.4544681012,57917.6108188,659.578496519,1516.11977237,1,1,3,87.8100349305,12612.053086,2194.81730553,BENIGN
synthetic-flow-00004028,10.42.12.29,172.18.4.198,2026-01-06 16:08:56,period-2,denial-of-service,41518.35326771386,8,2,1119.78111096,268.386561861,139.97263887,134.19328093,33435.0368828,240.857336887,4151.83532677,4,3,0.25,138.816767282,20708.696367,9536.73365651,ATTACK
synthetic-flow-00004029,10.42.13.30,172.18.5.199,2026-01-06 17:09:03,period-2,credential-abuse,27960.7274009716,25,8,2185.7695292,917.620616129,87.4307811681,114.702577016,110991.037566,1180.22680622,847.294769726,4,5,0.32,94.0421256161,15873.5206193,3698.87051252,ATTACK
synthetic-flow-00004030,10.42.14.31,172.18.6.200,2026-01-06 08:10:10,period-2,web-exploitation,102882.44342650453,21,6,1840.81066936,624.356850821,87.6576509217,104.059475137,23961.01257,262.435446717,3810.46086765,3,5,0.285714285714,91.3025007473,28886.9447684,24693.3041673, ATTACK
synthetic-flow-00004031,10.42.15.32,172.18.7.201,2026-01-06 09:11:17,period-2,none,431147.3510629036,8,3,576.940849515,388.268102725,72.1176061893,129.422700908,2238.69855598,25.5133192234,39195.213733,0,1,0.375,87.7462683854,245972.937733,61238.9184292,BENIGN
synthetic-flow-00004032,10.42.0.33,172.18.0.202,2026-01-06 10:12:24,period-2,none,22192.74493268242,3,4,213.250684692,527.221100199,71.0835615639,131.80527505,33365.488908,315.418395572,3170.39213324,0,3,1.33333333333,105.781683556,9156.4898123,5173.33369347,BENIGN
synthetic-flow-00004033,10.42.1.34,172.18.1.203,2026-01-06 11:13:31,period-2,none,35694.70063430678,9,3,457.677360069,318.586793517,50.8530400076,106.195597839,21747.3221456,336.184357531,2974.55838619,0,5,0.333333333333,64.6886794655,15031.741988,3268.04844489,BENIGN
synthetic-flow-00004034,10.42.2.35,172.18.2.204,2026-01-06 12:14:38,period-2,none,36422.8848133806,11,2,1388.8197405,409.135882528,126.256340046,204.567941264,49363.3503288,356.918461198,2801.76037026,2,0,0.181818181818,138.304278695,12695.7185707,6762.36268772,BENIGN
synthetic-flow-00004035,10.42.3.36,172.18.3.205,2026-01-06 13:15:45,period-2,none,80959.75529122811,7,6,654.957015001,859.634309677,93.5652878573,143.272384946,18707.9533434,160.573607878,6227.67348394,3,4,0.857142857143,116.507024975,50426.2897841,9987.87332821, BENIGN
synthetic-flow-00004036,10.42.4.37,172.18.4.206,2026-01-06 14:16:52,period-2,none,12047.438624092994,15,1,1346.46246707,76.9299181761,89.7641644716,76.9299181761,118148.963416,1328.0831303,752.964914006,1,3,0.0666666666667,88.9620240781,5106.1152309,1604.47132702,BENIGN
synthetic-flow-00004037,10.42.5.38,172.18.5.207,2026-01-06 15:17:59,period-2,none,8626.833150301743,2,5,134.761544841,1339.86554671,67.3807724204,267.973109343,170934.926625,811.421743998,1232.40473576,1,2,2.5,210.661013079,2917.26564826,1024.73363552,BENIGN
synthetic-flow-00004038,10.42.6.39,172.18.6.208,2026-01-06 16:18:06,period-2,none,20028.461779584595,8,15,991.229579529,1445.5261526,123.903697441,96.368410173,121664.646988,1148.36577332,870.802686069,0,3,1.875,105.945901397,9996.64979459,4584.22029354,BENIGN
synthetic-flow-00004039,10.42.7.40,172.18.7.209,2026-01-06 17:19:13,period-2,none,108253.91537785178,19,7,960.446945083,252.417311699,50.5498392149,36.0596159569,11203.8835043,240.176070392,4163.61212992,1,3,0.368421052632,46.6486252608,32636.1448049,15897.7916431,BENIGN
synthetic-flow-00004040,10.42.8.41,172.18.0.210,2026-01-06 08:20:20,period-2,none,21508.747862214546,5,2,472.770212953,88.7739558532,94.5540425906,44.3869779266,26107.7107976,325.448977544,3072.67826603,0,7,0.4,80.2205955437,7285.57650511,2922.95694088, BENIGN
synthetic-flow-00004041,10.42.9.42,172.18.1.211,2026-01-06 09:21:27,period-2,none,44005.85002145999,9,1,1928.29470023,96.2468434141,214.254966692,96.2468434141,46006.1910554,227.242514237,4400.58500215,2,3,0.111111111111,202.454154364,13957.8578389,9616.28953126,BENIGN
synthetic-flow-00004042,10.42.10.43,172.18.2.212,2026-01-06 10:22:34,period-2,denial-of-service,15501.217694220486,19,7,1641.30230369,879.357167179,86.3843317732,125.622452454,162610.416846,1677.28758559,596.200680547,1,4,0.368421052632,96.9484411873,7976.58663138,3191.84550319,ATTACK
synthetic-flow-00004043,10.42.11.44,172.18.3.213,2026-01-06 11:23:41,period-2,scanning,13243.74250743453,21,3,2923.25851523,263.772472418,139.20278644,87.9241574726,240644.288113,1812.17657973,551.822604476,0,5,0.142857142857,132.792957819,4450.12739782,2511.73657239,ATTACK
synthetic-flow-00004044,10.42.12.45,172.18.4.214,2026-01-06 12:24:48,period-2,none,29357.77836501745,8,5,593.193256607,440.288624211,74.1491570759,88.0577248421,35203.0003077,442.812798651,2258.29064346,0,1,0.625,79.4986062168,12870.6666311,4636.72264844,BENIGN
synthetic-flow-00004045,10.42.13.46,172.18.5.215,2026-01-06 13:25:55,period-2,scanning,49161.31822979861,8,2,1070.76477896,121.841847633,133.84559737,60.9209238164,24259.0449063,203.411958021,4916.13182298,0,1,0.25,119.260662659,30808.7925948,6362.24006428, ATTACK
synthetic-flow-00004046,10.42.14.47,172.18.6.216,2026-01-06 14:26:02,period-2,none,19314.199521152153,10,2,1440.68469556,150.23306464,144.068469556,75.11653232,82370.3699685,621.30454782,1609.51662676,3,2,0.2,132.576480017,6419.90533426,3324.7483594,BENIGN
synthetic-flow-00004047,10.42.15.48,172.18.7.217,2026-01-06 15:27:09,period-2,none,33283.461234657894,14,0,1833.73819818,0,130.98129987,0,55094.5764099,420.629330024,2377.39008819,0,3,0,130.98129987,11432.9310586,4714.59327193,BENIGN
synthetic-flow-00004048,10.42.0.49,172.18.0.218,2026-01-06 16:28:16,period-2,denial-of-service,72151.28890707353,12,2,1024.08812484,113.282066886,85.3406770697,56.6410334431,15763.6850145,194.036727716,5153.66349336,1,3,0.166666666667,81.2407279802,43602.7822621,12581.3278805,ATTACK
synthetic-flow-00004049,10.42.1.50,172.18.1.219,2026-01-06 17:29:23,period-2,denial-of-service,20539.811142388044,17,2,1304.66484033,176.637629576,76.7449906074,88.3188147881,72118.6022419,925.032848077,1081.0426917,2,2,0.117647058824,77.9632878896,11505.9813611,5103.64645499,ATTACK
synthetic-flow-00004050,10.42.2.51,172.18.2.220,2026-01-06 08:30:30,period-2,none,57757.752241945665,9,8,1782.42892323,1248.37660944,198.047658137,156.047076181,52474.4370242,294.332783741,3397.51483776,0,4,0.888888888889,178.282678393,32062.0891801,6141.90083497, BENIGN
synthetic-flow-00004051,10.42.3.52,172.18.3.221,2026-01-06 09:31:37,period-2,denial-of-service,24196.319837695635,32,12,3915.24371112,628.463243008,122.351365973,52.3719369174,187785.042709,1818.45835628,549.916359948,0,5,0.375,103.266067139,14902.8492657,6045.42603518,ATTACK
synthetic-flow-00004052,10.42.4.53,172.18.4.222,2026-01-06 10:32:44,period-2,none,71518.44092184473,4,6,455.672269298,527.394354033,113.918067325,87.8990590055,13745.6383369,139.824077135,7151.84409218,1,4,1.5,98.3066623331,37684.014088,10666.8852843,BENIGN
synthetic-flow-00004053,10.42.5.54,172.18.5.223,2026-01-06 11:33:51,period-2,scanning,11714.413445230914,8,1,1249.52171282,168.394341465,156.190214102,168.394341465,121040.294584,768.284305661,1301.60149391,1,2,0.125,157.546228254,5280.01348522,2504.8913394,ATTACK
synthetic-flow-00004054,10.42.6.55,172.18.6.224,2026-01-06 12:34:58,period-2,none,144520.8155086338,5,5,745.892054387,632.841723252,149.178410877,126.56834465,9540.03596497,69.194184691,14452.0815509,0,6,1,137.873377764,40960.7031138,15505.5871843,BENIGN
synthetic-flow-00004055,10.42.7.56,172.18.7.225,2026-01-06 13:35:05,period-2,denial-of-service,30078.590143079935,39,6,3762.95017494,950.385722637,96.4859019215,158.397620439,156700.692258,1496.08075997,668.413114291,2,4,0.153846153846,104.740797724,9572.2109926,5630.95761326, ATTACK
synthetic-flow-00004056,10.42.8.57,172.18.0.226,2026-01-06 14:36:12,period-2,none,27726.286221664686,4,4,677.962740501,295.330492905,169.490685125,73.8326232262,35103.6278579,288.534855914,3465.78577771,0,0,1,121.661654176,12350.2810828,3651.14807644,BENIGN
synthetic-flow-00004057,10.42.9.58,172.18.1.227,2026-01-06 15:37:19,period-2,none,18016.021873268062,8,8,1404.55449629,608.245192055,175.569312036,76.0306490069,111722.760025,888.098388898,1126.00136708,0,4,1,125.799980522,6863.68407493,3054.31155028,BENIGN
synthetic-flow-00004058,10.42.10.59,172.18.2.228,2026-01-06 16:38:26,period-2,none,65330.95343059775,12,7,750.441338595,773.349028715,62.5367782162,110.478432674,23324.1715801,290.826920507,3438.47123319,2,2,0.583333333333,80.1994930163,32805.0925249,16651.6877635,BENIGN
synthetic-flow-00004059,10.42.11.60,172.18.3.229,2026-01-06 17:39:33,period-2,none,21523.898068008137,4,5,527.156490065,404.78583461,131.789122516,80.957166922,43298.0272314,418.139872785,2391.54422978,1,2,1.25,103.549147186,10945.3826691,2966.98710575,BENIGN
synthetic-flow-00004060,10.42.12.61,172.18.4.230,2026-01-06 08:40:40,period-2,credential-abuse,122129.6550749857,9,15,1359.68903975,1596.39962816,151.076559972,106.426641878,24204.5117224,196.512468534,5088.73562812,1,3,1.66666666667,123.170361163,74638.9213094,24580.4370953, ATTACK
synthetic-flow-00004061,10.42.13.62,172.18.5.231,2026-01-06 09:41:47,period-2,none,36432.30377073906,10,7,1792.20187406,684.184976615,179.220187406,97.7407109449,67972.2826823,466.618858554,2143.0766924,1,0,0.7,145.669814745,20212.0590698,7429.13352462,BENIGN
synthetic-flow-00004062,10.42.14.63,172.18.6.232,2026-01-06 10:42:54,period-2,web-exploitation,65903.48395017946,6,3,974.946857287,235.602571112,162.491142881,78.5341903705,18368.5194748,136.563341732,7322.6093278,2,3,0.5,134.505492044,41930.3768371,14785.1092839,ATTACK
synthetic-flow-00004063,10.42.15.64,172.18.7.233,2026-01-06 11:43:01,period-2,none,53368.91425427895,6,0,870.253753425,0,145.042292238,0,16306.3792019,112.424996533,8894.81904238,2,6,0,145.042292238,24853.2252095,10951.250335,BENIGN
synthetic-flow-00004064,10.42.0.65,172.18.0.234,2026-01-06 12:44:08,period-2,none,38134.5275182016,5,7,442.222136488,1243.09760962,88.4444272976,177.585372803,44194.0639045,314.675460297,3177.87729318,0,5,1.4,140.443312176,23397.1164539,6623.39163905,BENIGN
synthetic-flow-00004065,10.42.1.66,172.18.1.235,2026-01-06 13:45:15,period-2,none,71902.55032882294,5,7,912.685380314,1066.3522232,182.537076063,152.336031886,27523.8860717,166.892550335,5991.87919407,1,5,1.4,164.919800293,32647.1466635,6444.98954976, BENIGN
synthetic-flow-00004066,10.42.2.67,172.18.2.236,2026-01-06 14:46:22,period-2,none,22621.84213549627,14,2,1357.63166639,151.405627593,96.9736904562,75.7028137964,66707.0915331,707.281038572,1413.86513347,1,4,0.142857142857,94.3148308738,11927.5870547,5028.4232226,BENIGN
synthetic-flow-00004067,10.42.3.68,172.18.3.237,2026-01-06 15:47:29,period-2,none,121152.41869046545,10,11,1060.20725031,1181.13461992,106.020725031,107.375874538,18500.1826167,173.335375612,5769.16279478,1,3,1.1,106.730565249,71375.8010844,27249.4375587,BENIGN
synthetic-flow-00004068,10.42.4.69,172.18.4.238,2026-01-06 16:48:36,period-2,scanning,45031.07005016706,12,4,2107.64026226,350.311651955,175.636688521,87.5779129887,54583.4667369,355.310233183,2814.44187814,2,2,0.333333333333,153.621994638,26224.2094051,8706.31034897,ATTACK
synthetic-flow-00004069,10.42.5.70,172.18.5.239,2026-01-06 17:49:43,period-2,none,76131.9672537688,6,2,389.289479772,259.169509826,64.881579962,129.584754913,8517.56513052,105.080694596,9516.49590672,0,3,0.333333333333,81.0573736998,42496.6000399,16632.4266916,BENIGN
synthetic-flow-00004070,10.42.6.71,172.18.6.240,2026-01-06 08:50:50,period-2,none,26480.09737416274,6,3,371.978175096,170.904352043,61.9963625159,56.9681173478,20501.5306201,339.877904255,2942.23304157,0,5,0.5,60.3202807932,12937.3157182,4932.10243333, BENIGN
synthetic-flow-00004071,10.42.7.72,172.18.7.241,2026-01-06 09:51:57,period-2,none,2657.488791499544,6,14,611.151136986,1242.68769507,101.858522831,88.7634067909,697590.461336,7525.90192063,132.874439575,1,1,2.33333333333,92.6919416029,904.421647426,298.578821331,BENIGN
synthetic-flow-00004072,10.42.8.73,172.18.0.242,2026-01-06 10:52:04,period-2,denial-of-service,11739.145244598838,9,4,1418.88294014,369.851832425,157.653660015,92.4629581063,152373.510617,1107.40601033,903.011172661,2,3,0.444444444444,137.594982505,6029.06719455,2010.45534433,ATTACK
synthetic-flow-00004073,10.42.9.74,172.18.1.243,2026-01-06 11:53:11,period-2,scanning,149730.78232897556,8,3,1389.0334149,240.870942645,173.629176862,80.290314215,10885.5662956,73.4651875112,13611.8893026,0,2,0.375,148.173123413,88309.0975838,21723.4578645,ATTACK
synthetic-flow-00004074,10.42.10.75,172.18.2.244,2026-01-06 12:54:18,period-2,none,22924.488369480296,24,5,3846.16290177,342.124138823,160.256787574,68.4248277646,182699.259111,1265.02277968,790.499598948,0,2,0.208333333333,144.423691055,10723.2497101,5744.64728441,BENIGN
