 Flow ID, Source IP, Destination IP, Timestamp, Attack Category, Flow Duration, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Mean, Bwd Packet Length Mean, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, SYN Flag Count, ACK Flag Count, Down/Up Ratio, Average Packet Size, Idle Mean, Active Mean, Label
synthetic-flow-002252,10.42.12.3,172.18.4.102,2017-07-05 10:32:00,none,68483.54873569093,15,10,1245.5281421,245.749657537,83.0352094734,24.5749657537,0.0217757085777,0.000365051175962,2739.34194943,0,1,0.666666666667,59.6511119855,18075.3811506,17180.5656546,BENIGN
synthetic-flow-002253,10.42.13.4,172.18.5.103,2017-07-06 11:33:00,none,21061.769531021884,4,19,1015.25071977,1352.38820276,253.812679942,71.1783264613,0.112414055193,0.00109202600314,915.729110044,1,8,4.75,102.940822719,16973.1480892,5835.79080256,BENIGN
synthetic-flow-002254,10.42.14.5,172.18.6.104,2017-07-07 12:34:00,attack,15824.948258959022,28,2,5149.22533773,96.3435047801,183.900904919,48.17175239,0.331474628332,0.00189574079543,527.498275299,4,8,0.0714285714286,174.85229475,7805.34774582,1014.65250632,PortScan
synthetic-flow-002255,10.42.15.6,172.18.7.105,2017-07-03 13:35:00,none,35654.490649369734,8,3,698.062815499,157.864907916,87.2578519373,52.6216359719,0.0240061688675,0.000308516537459,3241.31733176,1,6,0.375,77.8116112195,18038.2459567,6749.64400331, BENIGN
synthetic-flow-002256,10.42.0.7,172.18.0.106,2017-07-04 14:36:00,none,182861.55176671722,11,4,1987.39513322,164.422250317,180.672284838,41.1055625793,0.0117674675881,8.20292721738e-05,12190.7701178,1,4,0.363636363636,143.454492236,138297.314369,16045.6810105,BENIGN
synthetic-flow-002257,10.42.1.8,172.18.1.107,2017-07-05 15:37:00,none,31610.3210942021,5,10,477.479705702,738.365642513,95.4959411405,73.8365642513,0.0384635557669,0.000474528555256,2107.35473961,1,4,2,81.0563565477,20271.4953124,5621.17615273,BENIGN
synthetic-flow-002258,10.42.2.9,172.18.2.108,2017-07-06 16:38:00,none,33048.230900556504,5,7,252.343322885,740.217191895,50.468664577,105.745313128,0.0300336958359,0.00036310566929,2754.01924171,0,3,1.4,82.7133762317,26326.6038888,8211.11771714,BENIGN
synthetic-flow-002259,10.42.3.10,172.18.3.109,2017-07-07 08:39:00,none,15269.27996790773,7,1,587.716796932,86.8412254684,83.9595424189,86.8412254684,0.0441774611389,0.000523927782896,1908.65999599,1,5,0.142857142857,84.3197528001,3819.07411964,4086.23621555,BENIGN
synthetic-flow-002260,10.42.4.11,172.18.4.110,2017-07-03 09:40:00,none,95936.60360352938,18,2,1902.55536044,97.206898898,105.697520024,48.603449449,0.0208446222216,0.000208471003233,4796.83018018,0,3,0.111111111111,99.9881129669,78131.934875,27821.7005002, BENIGN
synthetic-flow-002261,10.42.5.12,172.18.5.111,2017-07-04 10:41:00,none,60026.52512873529,3,17,204.369363657,3302.32655448,68.1231212189,194.254503204,0.0584191057305,0.000333186036625,3001.32625644,0,7,5.66666666667,175.334795907,39239.6949823,9941.61282749,BENIGN
synthetic-flow-002262,10.42.6.13,172.18.6.112,2017-07-05 11:42:00,none,734304.1884449244,16,1,2554.17545364,88.8320752441,159.635965853,88.8320752441,0.00359933603876,2.31511685042e-05,43194.3640262,0,8,0.0625,155.471031111,315567.816232,220215.885046,BENIGN
synthetic-flow-002263,10.42.7.14,172.18.7.113,2017-07-06 12:43:00,none,33747.09826081328,8,6,1075.94207777,195.86839978,134.492759721,32.6447332967,0.0376865135995,0.000414850482605,2410.50701863,0,6,0.75,90.8436055392,22246.6258797,9624.66662054,BENIGN
synthetic-flow-002264,10.42.8.15,172.18.0.114,2017-07-07 13:44:00,attack,7110.522379845017,24,7,1729.96426588,1350.50915003,72.0818444117,192.929878575,0.433227441157,0.004359735944,229.371689672,5,3,0.291666666667,99.3701101906,3759.93400231,1563.92143037,PortScan
synthetic-flow-002265,10.42.9.16,172.18.1.115,2017-07-03 14:45:00,attack,9890.357812325474,8,11,998.043044283,2431.37025426,124.755380535,221.033659478,0.346743097026,0.0019210629545,520.545148017,4,5,1.375,180.495436766,4796.28959277,1619.64119663, PortScan
synthetic-flow-002266,10.42.10.17,172.18.2.116,2017-07-04 15:46:00,attack,7100.054067666803,103,24,33228.581705,4959.19019047,322.607589369,206.632924603,5.3785184636,0.0178871877298,55.9059375407,6,7,0.233009708738,300.691117287,2963.70703934,609.768696575,DDoS
synthetic-flow-002267,10.42.11.18,172.18.3.117,2017-07-05 16:47:00,none,354466.5872927879,12,4,1693.89052049,595.448599588,141.157543374,148.862149897,0.00645854701726,4.51382459549e-05,22154.1617058,0,7,0.333333333333,143.083695005,144460.545002,28139.3687868,BENIGN
synthetic-flow-002268,10.42.12.19,172.18.4.118,2017-07-06 08:48:00,none,11617.050283143437,6,4,476.286526718,1030.59545456,79.3810877863,257.64886364,0.129712960222,0.000860803711465,1161.70502831,1,5,0.666666666667,150.688198128,7656.77789574,3829.59352738,BENIGN
synthetic-flow-002269,10.42.13.20,172.18.5.119,2017-07-07 09:49:00,none,5862.888804509758,7,7,1084.28498301,748.88711964,154.897854716,106.983874234,0.312673865013,0.00238790133445,418.777771751,0,2,1,130.940864475,4527.06579503,2237.72470746,BENIGN
synthetic-flow-002270,10.42.14.21,172.18.6.120,2017-07-03 10:50:00,attack,29322.656850233652,11,15,3008.42098766,1953.50348732,273.49281706,130.233565822,0.169218106679,0.000886686364499,1127.79449424,3,5,1.36363636364,190.843249038,15559.4517044,9461.52240053, DDoS
synthetic-flow-002271,10.42.15.22,172.18.7.121,2017-07-04 11:51:00,none,19298.587463728112,12,24,1212.92690848,2750.2004198,101.077242373,114.591684158,0.205358414741,0.00186542150132,536.071873992,0,2,2,110.08687023,8974.28521964,2036.97472717,BENIGN
synthetic-flow-002272,10.42.0.23,172.18.0.122,2017-07-05 12:52:00,attack,30772.449461804918,7,8,581.870747449,638.446237571,83.1243924927,79.8057796964,0.0396561536817,0.000487449009174,2051.49663079,4,5,1.14285714286,81.354465668,16914.8734113,5222.22170411,Web Attack
synthetic-flow-002273,10.42.1.24,172.18.1.123,2017-07-06 13:53:00,none,35072.96528259538,10,13,1226.64514528,690.401995153,122.664514528,53.107845781,0.0546588269621,0.00065577574678,1524.91153403,1,2,1.3,83.3498756709,15163.9193814,11322.7964805,BENIGN
synthetic-flow-002274,10.42.2.25,172.18.2.124,2017-07-07 14:54:00,none,41277.59211381766,12,10,853.007901513,1739.22060442,71.0839917927,173.922060442,0.0627998963405,0.000532976825279,1876.25418699,1,5,0.833333333333,117.828568452,11631.1198837,12031.10893,BENIGN
synthetic-flow-002275,10.42.3.26,172.18.3.125,2017-07-03 15:55:00,attack,22307.307472595232,9,9,1385.8181633,598.445464075,153.979795922,66.4939404528,0.0889512833321,0.000806910471921,1239.29485959,1,3,1,110.236868187,7837.39551244,1379.28284814, Web Attack
synthetic-flow-002276,10.42.4.27,172.18.4.126,2017-07-04 16:56:00,attack,53901.83041139433,18,5,887.277677556,241.809165818,49.2932043087,48.3618331636,0.0209470965041,0.000426701650472,2343.55784397,5,4,0.277777777778,49.0907323206,39928.2849983,18739.094925,DDoS
synthetic-flow-002277,10.42.5.28,172.18.5.127,2017-07-05 08:57:00,attack,18757.716905250658,10,4,499.065457199,419.779102996,49.9065457199,104.944775749,0.0489848825865,0.000746359488776,1339.8369218,3,5,0.4,65.6317542996,7824.16663284,4824.5540593,DoS Hulk
synthetic-flow-002278,10.42.6.29,172.18.6.128,2017-07-06 09:58:00,none,14621.607569257083,8,15,526.491309257,2970.35765303,65.8114136571,198.023843536,0.23915625869,0.00157301445077,635.722068229,1,4,1.875,152.036911404,4455.75955686,1111.22173694,BENIGN
synthetic-flow-002279,10.42.7.30,172.18.7.129,2017-07-07 10:59:00,attack,45238.43858784837,27,3,992.364465198,252.486126836,36.7542394518,84.1620422788,0.0275175410755,0.000663152861515,1507.94795293,4,7,0.111111111111,41.4950197345,24019.3317168,16790.1641811,Web Attack
synthetic-flow-002280,10.42.8.31,172.18.0.130,2017-07-03 11:00:00,none,45951.165941690735,8,2,390.285744808,265.35380531,48.785718101,132.676902655,0.0142681809413,0.000217622334386,4595.11659417,0,4,0.25,65.5639550118,21980.6186391,3282.50331548, BENIGN
synthetic-flow-002281,10.42.9.32,172.18.1.131,2017-07-04 12:01:00,none,43342.07225147287,4,4,170.291717525,453.588252541,42.5729293812,113.397063135,0.0143943272127,0.000184578161228,5417.75903143,2,3,1,77.9849962583,24438.9119447,7914.70995141,BENIGN
synthetic-flow-002282,10.42.10.33,172.18.2.132,2017-07-05 13:02:00,none,164591.16031773874,12,5,1338.66881329,233.280417177,111.555734441,46.6560834353,0.00955062973878,0.000103286227323,9681.83295987,0,1,0.416666666667,92.4676017924,95484.9015508,35602.98732,BENIGN
synthetic-flow-002283,10.42.11.34,172.18.3.133,2017-07-06 14:03:00,none,251499.01651040642,3,9,210.943866884,436.122497213,70.3146222947,48.4580552458,0.00257283854655,4.77139042788e-05,20958.2513759,0,6,3,53.9221970081,203476.476176,20034.8891766,BENIGN
synthetic-flow-002284,10.42.12.35,172.18.4.134,2017-07-07 15:04:00,attack,37046.91266878474,9,26,1205.91680715,1938.74816394,133.99075635,74.5672370746,0.0848833207562,0.000944748090426,1058.48321911,2,4,2.88888888889,89.8475706026,12704.4968977,5825.72357558,DoS Hulk
synthetic-flow-002285,10.42.13.36,172.18.5.135,2017-07-03 16:05:00,attack,34919.18165510817,17,36,1723.14459469,2954.67013962,101.361446746,82.0741705449,0.133961178716,0.00151779043746,658.852484059,1,5,2.11764705882,88.2606553642,21934.125892,11535.6950498, DDoS
synthetic-flow-002286,10.42.14.37,172.18.6.136,2017-07-04 08:06:00,attack,15494.214922527563,9,2,1273.83957047,240.820664797,141.537730052,120.410332398,0.0977565009157,0.000709942391725,1408.56499296,2,2,0.222222222222,137.696385024,12315.3363088,2175.94705232,DDoS
synthetic-flow-002287,10.42.15.38,172.18.7.137,2017-07-05 09:07:00,attack,77351.92449341953,5,10,747.263948868,1183.41660761,149.452789774,118.341660761,0.0249596964668,0.00019391889857,5156.79496623,1,5,2,128.712037098,33971.4981952,20599.1480373,DoS Hulk
synthetic-flow-002288,10.42.0.39,172.18.0.138,2017-07-06 10:08:00,none,18229.66198743096,3,6,271.239678275,533.887518013,90.4132260916,88.9812530022,0.0441657775577,0.000493700870933,2025.5179986,1,3,2,89.4585773654,14383.5668178,3578.51226447,BENIGN
synthetic-flow-002289,10.42.1.40,172.18.1.139,2017-07-07 11:09:00,none,16312.736223728894,13,2,1579.13451069,416.161829872,121.471885438,208.080914936,0.122315245781,0.00091952691408,1087.51574825,0,2,0.153846153846,133.019756038,11745.1787259,5948.73100549,BENIGN
synthetic-flow-002290,10.42.2.41,172.18.2.140,2017-07-03 12:10:00,attack,21542.582539768755,25,7,4289.05521517,865.695372201,171.562208607,123.670767457,0.239281923504,0.0014854300751,673.205704368,1,5,0.28,161.085955855,8450.81613336,5106.1248499, DoS Hulk
synthetic-flow-002291,10.42.3.42,172.18.3.141,2017-07-04 13:11:00,none,11298.898656786218,8,12,2904.30111349,1154.69998575,363.037639186,96.2249988124,0.359238649937,0.0017700840239,564.944932839,1,3,1.5,202.950054962,3093.79914768,3390.87960348,BENIGN
synthetic-flow-002292,10.42.4.43,172.18.4.142,2017-07-05 14:12:00,none,303135.5905228885,9,16,1072.99162567,2109.98348689,119.221291741,131.87396793,0.0105001696009,8.24713454361e-05,12125.4236209,3,5,1.77777777778,127.319004502,111729.277862,42923.4643972,BENIGN
synthetic-flow-002293,10.42.5.44,172.18.5.143,2017-07-06 15:13:00,none,50405.70480221828,5,10,818.530417288,931.595561795,163.706083458,93.1595561795,0.0347207917427,0.000297585363777,3360.38032015,3,1,2,116.675065272,16587.8179483,14380.0711035,BENIGN
synthetic-flow-002294,10.42.6.45,172.18.6.144,2017-07-07 16:14:00,attack,212836.3613264996,12,5,903.430880427,321.541834837,75.2859067022,64.3083669674,0.00575546728778,7.98735699767e-05,12519.7859604,1,5,0.416666666667,72.0572185449,58502.8092429,20061.9295964,Web Attack
synthetic-flow-002295,10.42.7.46,172.18.7.145,2017-07-03 08:15:00,none,23071.159475537395,11,10,1975.76889047,749.055537373,179.615353679,74.9055537373,0.118105222701,0.000910227334793,1098.62664169,1,1,0.909090909091,129.753544183,11101.9815624,4525.76217144, BENIGN
synthetic-flow-002296,10.42.8.47,172.18.0.146,2017-07-04 09:16:00,none,289858.8424477158,11,13,1356.98907531,603.358765711,123.36264321,46.412212747,0.00676311208749,8.27989230804e-05,12077.4517687,1,2,1.18181818182,81.6811600426,176705.36215,63321.7953824,BENIGN
synthetic-flow-002297,10.42.9.48,172.18.1.147,2017-07-05 10:17:00,attack,10418.19638021149,18,-0,3585.05538385,-0,199.169743547,-0,0.344114782733,0.00172774627614,578.78868779,2,4,-0,199.169743547,6655.45678987,1676.74394503,DDoS
synthetic-flow-002298,10.42.10.49,172.18.2.148,2017-07-06 11:18:00,attack,11343.307777228505,11,12,1302.90079656,861.395305746,118.44552696,71.7829421455,0.190799380993,0.00202762725403,493.187294662,5,3,1.09090909091,94.0998305352,8627.70685486,1692.65116199,PortScan
synthetic-flow-002299,10.42.11.50,172.18.3.149,2017-07-07 12:19:00,none,22682.76541568039,18,4,1005.93437768,586.955756347,55.8852432046,146.738939087,0.0702246884293,0.000969899375003,1031.03479162,0,3,0.222222222222,72.4040970014,15172.0346337,2244.6051151,BENIGN
synthetic-flow-002300,10.42.12.51,172.18.4.150,2017-07-03 13:20:00,none,214399.00922630413,3,3,332.780235128,364.970198551,110.926745043,121.65673285,0.00325444803218,2.79852039506e-05,35733.1682044,1,3,1,116.291738946,122317.996407,24405.315702, BENIGN
synthetic-flow-002301,10.42.13.52,172.18.5.151,2017-07-04 14:21:00,attack,9741.828601897749,7,14,659.739678133,1032.76813223,94.2485254476,73.7691523021,0.173736151551,0.00215565278945,463.89660009,0,3,2,80.5956100173,7874.50194759,1159.09842018,DoS Hulk
synthetic-flow-002302,10.42.14.53,172.18.6.152,2017-07-05 15:22:00,none,101070.59695596044,10,3,557.382113592,419.614497918,55.7382113592,139.871499306,0.00966647710546,0.000128622966437,7774.6613043,3,4,0.3,75.1535855008,42674.4362001,27846.2647055,BENIGN
synthetic-flow-002303,10.42.15.54,172.18.7.153,2017-07-06 16:23:00,attack,53174.757748970114,4,2,743.912073899,204.321021336,185.978018475,102.160510668,0.0178323914462,0.000112835492892,8862.45962483,0,2,0.5,158.038849206,24654.7094518,11975.1315668,Web Attack
synthetic-flow-002304,10.42.0.55,172.18.0.154,2017-07-07 08:24:00,none,6987.027339342499,12,6,3254.83616955,259.765593755,271.236347463,43.2942656259,0.503018178206,0.00257620288655,388.168185519,1,7,0.5,195.255653517,3859.04790479,1332.100272,BENIGN
synthetic-flow-002305,10.42.1.56,172.18.1.155,2017-07-03 09:25:00,none,15875.486860469526,17,1,4334.4411944,51.8890040469,254.967129082,51.8890040469,0.276295790926,0.00113382349519,881.971492248,0,1,0.0588235294118,243.685011025,12048.6382827,4072.24475564, BENIGN
synthetic-flow-002306,10.42.2.57,172.18.2.156,2017-07-04 10:26:00,attack,23785.358649602735,7,7,566.465228397,934.15064595,80.9236040567,133.450092279,0.0630898989775,0.000588597389102,1698.95418926,3,3,1,107.186848168,9944.33305778,5178.73575022,DDoS
synthetic-flow-002307,10.42.3.58,172.18.3.157,2017-07-05 11:27:00,none,256407.2134652568,2,7,213.914332974,247.067902815,106.957166487,35.2954146878,0.00179785205556,3.51004165537e-05,28489.690385,1,5,3.5,51.220248421,181128.820175,62259.645438,BENIGN
synthetic-flow-002308,10.42.4.59,172.18.4.158,2017-07-06 12:28:00,none,26790.448960607697,16,9,3065.80443768,1326.84763085,191.612777355,147.427514539,0.163963361532,0.000933168385373,1071.61795842,1,4,0.5625,175.706082741,15152.1219303,5125.21376146,BENIGN
synthetic-flow-002309,10.42.5.60,172.18.5.159,2017-07-07 13:29:00,none,81913.26604511018,9,4,727.484766517,150.622660476,80.8316407242,37.655665119,0.0107199660005,0.00015870445201,6301.02046501,1,4,0.444444444444,67.5467251533,36135.393352,16296.5489142,BENIGN
synthetic-flow-002310,10.42.6.61,172.18.6.160,2017-07-03 14:30:00,none,104386.73309610857,5,2,395.960509824,236.666198588,79.1921019648,118.333099294,0.00606041294375,6.70583300423e-05,14912.3904423,0,0,0.4,90.3752440588,42709.7638539,32130.3862308, BENIGN
synthetic-flow-002311,10.42.7.62,172.18.7.161,2017-07-04 15:31:00,attack,21867.79872487209,7,7,660.579438217,297.1752427,94.3684911738,42.4536061,0.0437974893114,0.000640210758117,1561.98562321,2,2,1,68.4110486369,7046.08765802,6132.73984723,PortScan
synthetic-flow-002312,10.42.8.63,172.18.0.162,2017-07-05 16:32:00,none,84586.66774068055,20,14,2035.11076189,973.734208292,101.755538095,69.5524434494,0.0355711491013,0.000401954597671,2487.84316884,3,2,0.7,88.4954402995,28856.9714104,12434.2454341,BENIGN
synthetic-flow-002313,10.42.9.64,172.18.1.163,2017-07-06 08:33:00,attack,19724.084701538442,10,1,1386.74796527,72.2477127981,138.674796527,72.2477127981,0.0739702602245,0.00055769381274,1793.09860923,0,5,0.1,132.635970733,5266.25942438,2120.62991448,DDoS
synthetic-flow-002314,10.42.10.65,172.18.2.164,2017-07-07 09:34:00,none,62653.81434920094,10,2,529.385118199,69.4522528021,52.9385118199,34.726126401,0.00955787572107,0.000191528642344,5221.15119577,1,4,0.2,49.9031142501,46269.8114154,3216.44677589,BENIGN
synthetic-flow-002315,10.42.11.66,172.18.3.165,2017-07-03 10:35:00,none,190819.0702300439,26,5,2676.71418706,304.274810691,102.950545656,60.8549621382,0.0156220706566,0.000162457557112,6155.45387839,0,3,0.192307692308,96.1609354114,123141.626326,40143.4265072, BENIGN
synthetic-flow-002316,10.42.12.67,172.18.4.166,2017-07-04 11:36:00,attack,17924.318891618466,14,8,1720.92892871,1360.03173222,122.923494908,170.003966528,0.171887181854,0.00122738276043,814.741767801,4,6,0.571428571429,140.043666406,10889.989456,1693.77626568,DoS Hulk
synthetic-flow-002317,10.42.13.68,172.18.5.167,2017-07-05 12:37:00,none,79809.45206313119,16,2,5225.35511552,213.560649423,326.58469472,106.780324711,0.0681487671491,0.000225537195591,4433.85844795,0,3,0.125,302.161986941,56297.1264318,26753.7251529,BENIGN
synthetic-flow-002318,10.42.14.69,172.18.6.168,2017-07-06 13:38:00,none,27594.439167672248,21,1,1333.3409039,77.0042033128,63.4924239951,77.0042033128,0.0511097579712,0.000797262081187,1254.29268944,0,4,0.047619047619,64.1065957823,14304.6599496,8117.74222866,BENIGN
synthetic-flow-002319,10.42.15.70,172.18.7.169,2017-07-07 14:39:00,attack,732986.1862930871,9,8,596.291935222,408.7146555,66.2546594691,51.0893319375,0.00137111259327,2.31927972422e-05,43116.8344878,2,2,0.888888888889,59.1180347483,363305.957881,204231.996395,PortScan
synthetic-flow-002320,10.42.0.71,172.18.0.170,2017-07-03 15:40:00,none,83410.64418339335,13,12,2819.39651288,479.197127628,216.876654837,39.933093969,0.0395464352638,0.000299721938905,3336.42576734,3,4,0.923076923077,131.94374562,21220.4167172,19408.9419292, BENIGN
synthetic-flow-002321,10.42.1.72,172.18.1.171,2017-07-04 16:41:00,none,56003.467917814974,12,12,1002.45718152,991.965106556,83.5380984603,82.6637588796,0.035612478338,0.000428544890028,2333.47782991,2,2,1,83.1009286699,21420.793244,14375.3076876,BENIGN
synthetic-flow-002322,10.42.2.73,172.18.2.172,2017-07-05 08:42:00,attack,11466.819121092209,24,6,4296.0879116,905.108088179,179.003662983,150.85134803,0.453586643764,0.00261624428564,382.227304036,3,3,0.25,173.373199993,3159.76493175,3580.78107967,DDoS
synthetic-flow-002323,10.42.3.74,172.18.3.173,2017-07-06 09:43:00,none,10275.868843735256,10,2,863.578535453,274.276440763,86.3578535453,137.138220382,0.110730780387,0.00116778446499,856.322403645,0,1,0.2,94.821248018,5186.77339134,3754.48273922,BENIGN
synthetic-flow-002324,10.42.4.75,172.18.4.174,2017-07-07 10:44:00,none,52306.33027904427,10,3,1062.33388325,232.834580693,106.233388325,77.6115268977,0.0247612183274,0.000248535883337,4023.56386762,0,3,0.3,99.6283433803,25075.8340092,19015.1890023,BENIGN
synthetic-flow-002325,10.42.5.76,172.18.5.175,2017-07-03 11:45:00,attack,33702.97934080284,12,4,2739.57732563,312.931922529,228.298110469,78.2329806322,0.0905709022723,0.000474735477781,2106.4362088,6,9,0.333333333333,190.78182801,22775.9466295,8542.30062641, DoS Hulk
synthetic-flow-002326,10.42.6.77,172.18.6.176,2017-07-04 12:46:00,none,6336.936443423128,10,5,1408.00148304,1172.16995949,140.800148304,234.433991898,0.407163850477,0.00236707439532,422.462429562,0,4,0.5,172.011429502,1733.11565862,1147.10972516,BENIGN
synthetic-flow-002327,10.42.7.78,172.18.7.177,2017-07-05 13:47:00,none,245019.1750325198,3,1,220.465203924,106.639571616,73.488401308,106.639571616,0.00133501704712,1.63252529092e-05,61254.7937581,1,1,0.333333333333,81.776193885,66840.2154577,62175.1172587,BENIGN
synthetic-flow-002328,10.42.8.79,172.18.0.178,2017-07-06 14:48:00,none,8700.84223408537,6,16,606.676774781,1008.64231967,101.112795797,63.0401449791,0.185650888844,0.00252849085274,395.492828822,0,3,2.66666666667,73.4235952021,7103.58293407,2713.22868356,BENIGN
synthetic-flow-002329,10.42.9.80,172.18.1.179,2017-07-07 15:49:00,none,46752.41716423384,8,4,2040.07984043,427.332743965,255.009980054,106.833185991,0.0527761500701,0.000256671221038,3896.03476369,2,2,0.5,205.617715366,15106.1820799,15027.0994692,BENIGN
synthetic-flow-002330,10.42.10.81,172.18.2.180,2017-07-03 16:50:00,attack,42093.43733605441,13,11,1750.82196375,648.890860129,134.678612596,58.9900781936,0.0570091913549,0.00057016013704,1753.89322234,3,4,0.846153846154,99.9880343282,25379.6350632,7958.89589764, DoS Hulk
synthetic-flow-002331,10.42.11.82,172.18.3.181,2017-07-04 08:51:00,attack,33198.50859405954,22,18,2972.8187105,1627.84585022,135.128123204,90.4358805679,0.138580459049,0.00120487340227,829.962714851,3,4,0.818181818182,115.016614018,14830.4667841,12154.5865524,DDoS
synthetic-flow-002332,10.42.12.83,172.18.4.182,2017-07-05 09:52:00,attack,16105.292345360533,15,20,1651.17449689,1849.79077749,110.078299793,92.4895388747,0.21737980282,0.0021731986759,460.151209867,2,7,1.33333333333,100.027579268,10182.7406285,2522.80857908,PortScan
synthetic-flow-002333,10.42.13.84,172.18.5.183,2017-07-06 10:53:00,none,78197.05756496608,9,6,935.723501637,363.92702761,103.96927796,60.6545046016,0.0166201973542,0.000191823074513,5213.137171,1,1,0.666666666667,86.6433686164,44077.4333458,24497.6477469,BENIGN
synthetic-flow-002334,10.42.14.85,172.18.6.184,2017-07-07 11:54:00,attack,15431.570977601976,13,12,2014.9418018,1336.64577648,154.995523216,111.38714804,0.217190303123,0.00162005540695,617.262839104,1,7,0.923076923077,134.063503131,7145.63534714,1362.43754302,DDoS
synthetic-flow-002335,10.42.15.86,172.18.7.185,2017-07-03 12:55:00,attack,157341.22228527546,6,1,1104.32466361,76.2307614982,184.054110602,76.2307614982,0.00750315402388,4.44892946574e-05,22477.3174693,0,4,0.166666666667,168.650775016,79078.0719711,17888.8476186, DoS Hulk
synthetic-flow-002336,10.42.0.87,172.18.0.186,2017-07-04 13:56:00,attack,46601.962206362135,17,4,5768.16357606,593.831130611,339.303739768,148.457782653,0.136517743148,0.000450624802171,2219.14105745,3,3,0.235294117647,302.952128889,20989.5414861,15586.5001966,PortScan
synthetic-flow-002337,10.42.1.88,172.18.1.187,2017-07-05 14:57:00,none,17417.030401760287,21,15,4607.8404989,520.831969138,219.420976138,34.7221312758,0.294463082956,0.00206694247926,483.806400049,0,3,0.714285714286,142.463124112,8977.43966332,6012.90591262,BENIGN
synthetic-flow-002338,10.42.2.89,172.18.2.188,2017-07-06 15:58:00,none,50296.75193943194,9,5,762.759579535,798.343084872,84.7510643927,159.668616974,0.031037842489,0.00027834799386,3592.62513853,1,3,0.555555555556,111.507333172,26237.6165342,16817.8911985,BENIGN
synthetic-flow-002339,10.42.3.90,172.18.3.189,2017-07-07 16:59:00,none,55101.719326207494,9,1,824.723148359,229.018184702,91.6359053732,229.018184702,0.0191235653977,0.000181482540332,5510.17193262,1,4,0.111111111111,105.374133306,42690.9478025,17028.1762877,BENIGN
synthetic-flow-002340,10.42.4.91,172.18.4.190,2017-07-03 08:00:00,none,139939.95306273893,5,6,283.198596839,237.150925904,56.6397193677,39.5251543174,0.00371837714216,7.86051428434e-05,12721.8139148,2,2,1.2,47.3045020675,107608.760772,44010.422215, BENIGN
synthetic-flow-002341,10.42.5.92,172.18.5.191,2017-07-04 09:01:00,none,64219.15231231515,5,1,544.245017659,81.8931107844,108.849003532,81.8931107844,0.00975002169756,9.34300716213e-05,10703.1920521,0,3,0.2,104.356354741,37443.8581228,15963.1818338,BENIGN
synthetic-flow-002342,10.42.6.93,172.18.6.192,2017-07-05 10:02:00,none,21266.16047707849,9,11,984.044488279,621.406972302,109.338276475,56.4915429365,0.0754932448813,0.000940461256349,1063.30802385,2,3,1.22222222222,80.272573029,7707.49114918,5377.55877201,BENIGN
synthetic-flow-002343,10.42.7.94,172.18.7.193,2017-07-06 11:03:00,attack,163821.55431990244,8,2,1501.17953932,114.789155776,187.647442415,57.3945778881,0.00986420072624,6.1042028575e-05,16382.155432,1,7,0.25,161.59686951,94293.5753813,49286.6851377,DoS Hulk
synthetic-flow-002344,10.42.8.95,172.18.0.194,2017-07-07 12:04:00,none,31621.71396767867,6,8,505.457501407,960.04666327,84.2429169011,120.005832909,0.0463448681553,0.0004427337498,2258.69385483,1,1,1.33333333333,104.678868906,24513.2523745,9090.10695428,BENIGN
synthetic-flow-002345,10.42.9.96,172.18.1.195,2017-07-03 13:05:00,none,33805.91695277163,6,1,614.332813521,71.0328067757,102.388802254,71.0328067757,0.0202735403171,0.000207064343493,4829.41670754,0,7,0.166666666667,97.9093743282,22498.5619962,3595.90224159, BENIGN
synthetic-flow-002346,10.42.10.97,172.18.2.196,2017-07-04 14:06:00,none,81893.416931877,4,0,178.850060453,0,44.7125151132,0,0.00218393696531,4.88439748866e-05,20473.354233,0,2,0,44.7125151132,59978.6786999,13820.0617736,BENIGN
synthetic-flow-002347,10.42.11.98,172.18.3.197,2017-07-05 15:07:00,attack,29679.917949740677,11,2,852.242249735,95.271019536,77.4765681578,47.635509768,0.0319243897802,0.000438006601703,2283.07061152,0,2,0.181818181818,72.8856360978,14697.6837927,7099.13565789,Web Attack
synthetic-flow-002348,10.42.12.99,172.18.4.198,2017-07-06 16:08:00,none,130504.47343894881,9,0,1268.43167904,0,140.936853227,0,0.00971944980593,6.89631532379e-05,14500.4970488,0,5,0,140.936853227,97856.4456872,17192.6053389,BENIGN
synthetic-flow-002349,10.42.13.100,172.18.5.199,2017-07-07 08:09:00,none,62594.11917903631,2,1,174.092670873,82.3309927147,87.0463354364,82.3309927147,0.00409660950502,4.79278251591e-05,20864.706393,0,2,0.5,85.4745545292,45810.1165449,22806.4341732,BENIGN
synthetic-flow-002350,10.42.14.101,172.18.6.200,2017-07-03 09:10:00,attack,7367.825259322216,44,12,6731.77620065,1097.60031892,152.994913651,91.4666932433,1.06264416487,0.00760061456793,131.568308202,3,6,0.272727272727,139.810294992,2388.07859581,1225.24573387, PortScan
synthetic-flow-002351,10.42.15.102,172.18.7.201,2017-07-04 10:11:00,none,95177.90767209599,6,2,679.129183692,212.420946604,113.188197282,106.210473302,0.00936719614985,8.40531190028e-05,11897.238459,0,4,0.333333333333,111.443766287,26370.7270586,6559.38971299,BENIGN
